item_type,item_name,avg_temp_c,humidity_pct,storage_type,location,season,expiry_days
Fruit,Pomegranate,11.6,65.6,ColdStorage,Coastal,Winter,60
Fruit,Pomegranate,1.5,71.9,Room,Mountain,Winter,46
Fruit,Pomegranate,7.1,73.9,ColdStorage,Mountain,Summer,59
Fruit,Pomegranate,31.3,33.3,ColdStorage,Mountain,Winter,33
Fruit,Pomegranate,12.2,71.6,Room,Urban,Monsoon,28
Fruit,Pomegranate,14.5,48.3,ColdStorage,Mountain,Spring,55
Fruit,Pomegranate,2.1,73.8,Refrigerated,Coastal,Monsoon,60
Fruit,Pomegranate,19.6,29.4,Room,Mountain,Monsoon,31
Fruit,Pomegranate,30.4,85.0,ColdStorage,Coastal,Spring,38
Fruit,Pomegranate,20.1,54.6,ColdStorage,Urban,Summer,59
Fruit,Pomegranate,19.6,44.0,Refrigerated,Rural,Winter,60
Fruit,Pomegranate,30.4,94.0,ColdStorage,Coastal,Monsoon,28
Fruit,Pomegranate,0.6,28.2,Room,Mountain,Monsoon,52
Fruit,Pomegranate,33.8,45.7,ColdStorage,Coastal,Winter,29
Fruit,Pomegranate,30.0,66.5,ColdStorage,Urban,Winter,42
Fruit,Pomegranate,3.1,75.7,Refrigerated,Coastal,Summer,53
Fruit,Pomegranate,17.3,20.4,ColdStorage,Mountain,Summer,60
Fruit,Pomegranate,4.3,78.6,Room,Rural,Monsoon,40
Fruit,Pomegranate,18.4,86.7,Refrigerated,Coastal,Summer,37
Fruit,Pomegranate,16.3,53.9,ColdStorage,Urban,Winter,60
Fruit,Pomegranate,4.5,34.1,Room,Mountain,Monsoon,49
Fruit,Pomegranate,4.2,84.8,Refrigerated,Rural,Spring,44
Fruit,Pomegranate,28.2,59.6,Room,Coastal,Monsoon,21
Fruit,Pomegranate,9.9,52.8,ColdStorage,Rural,Spring,60
Fruit,Pomegranate,8.5,90.8,ColdStorage,Urban,Summer,60
Fruit,Pomegranate,32.4,44.7,ColdStorage,Coastal,Summer,34
Fruit,Pomegranate,19.1,71.9,ColdStorage,Coastal,Monsoon,55
Fruit,Pomegranate,23.0,20.2,ColdStorage,Mountain,Winter,60
Fruit,Pomegranate,8.2,76.4,ColdStorage,Rural,Spring,60
Fruit,Pomegranate,25.0,86.9,ColdStorage,Rural,Monsoon,35
Fruit,Pomegranate,17.5,49.8,ColdStorage,Rural,Winter,43
Fruit,Pomegranate,12.7,82.0,ColdStorage,Rural,Monsoon,42
Fruit,Pomegranate,30.8,53.5,Refrigerated,Rural,Summer,26
Fruit,Pomegranate,34.1,73.5,Refrigerated,Mountain,Winter,19
Fruit,Pomegranate,22.1,49.1,ColdStorage,Rural,Winter,57
Fruit,Pomegranate,27.5,58.8,Room,Urban,Spring,26
Fruit,Pomegranate,4.8,70.3,ColdStorage,Rural,Monsoon,60
Fruit,Pomegranate,6.6,56.1,ColdStorage,Urban,Summer,60
Fruit,Pomegranate,30.6,84.2,Refrigerated,Mountain,Monsoon,18
Fruit,Pomegranate,17.5,92.8,Room,Rural,Winter,27
Fruit,Pomegranate,10.6,83.7,Room,Urban,Winter,30
Fruit,Pomegranate,14.8,94.9,Refrigerated,Urban,Summer,45
Fruit,Pomegranate,29.2,59.0,ColdStorage,Mountain,Winter,40
Fruit,Pomegranate,22.5,83.2,Refrigerated,Coastal,Winter,41
Fruit,Pineapple,1.6,42.2,Room,Rural,Summer,8
Fruit,Pineapple,19.2,80.8,Room,Rural,Monsoon,7
Fruit,Pineapple,20.8,76.2,Refrigerated,Coastal,Spring,16
Fruit,Pineapple,0.1,55.8,Room,Mountain,Winter,19
Fruit,Pineapple,1.1,69.0,Room,Rural,Summer,11
Fruit,Pineapple,26.9,26.0,Refrigerated,Coastal,Spring,14
Fruit,Pineapple,26.5,56.3,Refrigerated,Mountain,Winter,13
Fruit,Pineapple,32.6,26.0,Refrigerated,Urban,Summer,12
Fruit,Pineapple,33.3,24.5,ColdStorage,Urban,Summer,11
Fruit,Pineapple,29.4,65.4,Refrigerated,Rural,Winter,7
Fruit,Pineapple,8.3,53.7,Refrigerated,Urban,Spring,18
Fruit,Pineapple,23.7,55.0,ColdStorage,Coastal,Spring,18
Fruit,Pineapple,19.0,57.0,ColdStorage,Rural,Monsoon,15
Fruit,Pineapple,6.1,70.1,ColdStorage,Urban,Summer,21
Fruit,Pineapple,34.5,55.3,ColdStorage,Mountain,Monsoon,8
Fruit,Pineapple,27.3,27.3,Room,Rural,Spring,4
Fruit,Pineapple,8.5,73.7,Refrigerated,Mountain,Summer,21
Fruit,Pineapple,28.8,38.4,ColdStorage,Urban,Spring,13
Fruit,Pineapple,11.5,26.5,Refrigerated,Mountain,Winter,20
Fruit,Pineapple,7.8,34.8,ColdStorage,Rural,Summer,13
Fruit,Pineapple,20.4,35.2,ColdStorage,Urban,Summer,15
Fruit,Pineapple,19.9,70.6,Room,Urban,Monsoon,12
Fruit,Pineapple,0.2,69.6,Refrigerated,Rural,Summer,29
Fruit,Pineapple,21.5,41.2,ColdStorage,Mountain,Spring,17
Fruit,Pineapple,12.1,88.1,Room,Rural,Spring,11
Fruit,Pineapple,11.4,92.0,Room,Rural,Summer,8
Fruit,Pineapple,34.9,91.3,Refrigerated,Mountain,Spring,6
Fruit,Pineapple,14.8,92.5,Room,Mountain,Monsoon,6
Fruit,Pineapple,14.3,73.8,Refrigerated,Coastal,Spring,11
Fruit,Pineapple,6.3,94.2,Room,Urban,Spring,10
Fruit,Pineapple,6.8,61.2,ColdStorage,Coastal,Winter,23
Fruit,Pineapple,13.3,80.3,Refrigerated,Coastal,Spring,16
Fruit,Pineapple,8.5,28.2,Room,Rural,Monsoon,11
Fruit,Pineapple,34.4,29.7,Room,Urban,Winter,7
Fruit,Pineapple,21.5,41.6,Refrigerated,Urban,Summer,12
Fruit,Pineapple,10.8,24.6,Room,Coastal,Spring,11
Fruit,Pineapple,22.9,87.2,Refrigerated,Mountain,Winter,7
Fruit,Pineapple,30.9,62.9,Room,Mountain,Winter,7
Fruit,Pineapple,6.3,74.4,ColdStorage,Urban,Summer,16
Fruit,Pineapple,26.5,59.1,Refrigerated,Coastal,Summer,7
Fruit,Pineapple,31.9,20.9,Room,Rural,Monsoon,5
Fruit,Pineapple,34.1,51.0,ColdStorage,Coastal,Summer,7
Fruit,Pineapple,4.3,76.4,Refrigerated,Rural,Monsoon,13
Fruit,Pineapple,24.2,74.5,Refrigerated,Rural,Spring,12
Fruit,Pineapple,2.8,27.3,ColdStorage,Coastal,Summer,26
Fruit,Pineapple,1.8,92.3,Refrigerated,Urban,Monsoon,23
Fruit,Pineapple,13.3,28.7,ColdStorage,Rural,Monsoon,34
Fruit,Pineapple,19.3,75.8,Room,Urban,Summer,7
Fruit,Pineapple,16.1,71.3,Refrigerated,Coastal,Winter,21
Fruit,Pineapple,5.3,24.8,Room,Mountain,Summer,8
Fruit,Pineapple,21.3,86.3,Room,Mountain,Spring,8
Fruit,Pineapple,27.6,73.7,Room,Coastal,Spring,8
Fruit,Pineapple,21.9,87.5,Refrigerated,Rural,Monsoon,18
Fruit,Pineapple,4.8,51.7,Refrigerated,Urban,Winter,18
Fruit,Pineapple,9.3,25.4,Room,Coastal,Spring,14
Fruit,Pineapple,16.8,29.0,Room,Rural,Monsoon,11
Fruit,Mango,10.8,90.4,Refrigerated,Urban,Summer,10
Fruit,Mango,24.1,57.4,ColdStorage,Rural,Monsoon,13
Fruit,Mango,34.7,69.5,Room,Rural,Winter,3
Fruit,Mango,6.9,59.6,Refrigerated,Mountain,Spring,18
Fruit,Mango,25.7,85.0,Refrigerated,Mountain,Monsoon,5
Fruit,Mango,19.5,45.9,ColdStorage,Rural,Winter,14
Fruit,Mango,32.3,39.0,ColdStorage,Rural,Spring,6
Fruit,Mango,14.8,90.3,Refrigerated,Mountain,Spring,7
Fruit,Mango,0.1,65.9,Room,Rural,Winter,7
Fruit,Mango,24.6,66.7,ColdStorage,Mountain,Summer,10
Fruit,Mango,31.4,45.1,ColdStorage,Urban,Summer,7
Fruit,Mango,6.3,78.5,Room,Urban,Summer,8
Fruit,Mango,20.6,61.2,Room,Rural,Spring,6
Fruit,Mango,6.5,39.7,Refrigerated,Urban,Spring,16
Fruit,Mango,25.5,89.8,ColdStorage,Rural,Spring,7
Fruit,Mango,17.5,92.1,Room,Rural,Spring,5
Fruit,Mango,8.4,35.8,Room,Coastal,Winter,6
Fruit,Mango,6.4,77.0,Refrigerated,Rural,Monsoon,10
Fruit,Mango,22.3,57.8,ColdStorage,Mountain,Winter,11
Fruit,Mango,17.6,21.5,ColdStorage,Rural,Winter,11
Fruit,Mango,16.7,43.6,Room,Urban,Monsoon,9
Fruit,Mango,4.6,64.6,ColdStorage,Coastal,Winter,20
Fruit,Mango,3.9,66.4,Room,Urban,Winter,7
Fruit,Mango,27.2,35.5,Room,Urban,Spring,5
Fruit,Mango,33.2,62.1,Refrigerated,Coastal,Winter,6
Fruit,Mango,15.1,61.0,Room,Mountain,Monsoon,9
Fruit,Mango,13.0,40.7,Refrigerated,Coastal,Monsoon,12
Fruit,Mango,28.7,20.1,Room,Mountain,Spring,6
Fruit,Mango,19.6,57.1,Refrigerated,Mountain,Spring,6
Fruit,Mango,23.1,94.1,Refrigerated,Rural,Summer,5
Fruit,Mango,18.2,35.9,Room,Rural,Spring,6
Fruit,Mango,34.4,66.8,Room,Urban,Summer,3
Fruit,Mango,15.0,24.5,Refrigerated,Rural,Winter,18
Fruit,Mango,34.3,31.8,Room,Mountain,Winter,3
Fruit,Mango,20.4,83.6,Room,Rural,Monsoon,6
Fruit,Mango,29.6,57.0,Room,Coastal,Summer,5
Fruit,Mango,16.9,37.6,ColdStorage,Mountain,Monsoon,13
Fruit,Mango,5.0,63.1,ColdStorage,Urban,Monsoon,14
Fruit,Mango,13.8,93.5,ColdStorage,Mountain,Summer,9
Fruit,Mango,0.6,33.9,Room,Mountain,Spring,11
Fruit,Mango,18.2,45.4,ColdStorage,Coastal,Summer,10
Fruit,Mango,27.2,39.2,ColdStorage,Urban,Spring,7
Fruit,Mango,13.0,59.6,Refrigerated,Coastal,Winter,11
Fruit,Mango,2.7,26.0,ColdStorage,Rural,Winter,24
Fruit,Mango,11.0,28.4,ColdStorage,Coastal,Winter,17
Fruit,Mango,23.3,80.8,Room,Urban,Spring,5
Fruit,Mango,23.1,51.8,ColdStorage,Coastal,Winter,11
Fruit,Mango,22.4,75.9,ColdStorage,Mountain,Summer,11
Fruit,Mango,34.8,57.4,Refrigerated,Mountain,Summer,4
Fruit,Mango,18.7,23.4,ColdStorage,Coastal,Winter,11
Fruit,Mango,27.0,68.3,Refrigerated,Rural,Spring,7
Fruit,Mango,24.0,25.7,ColdStorage,Coastal,Winter,9
Fruit,Mango,13.5,84.9,Room,Rural,Summer,8
Fruit,Mango,28.3,35.9,Refrigerated,Coastal,Monsoon,7
Fruit,Mango,34.0,60.8,ColdStorage,Coastal,Monsoon,8
Fruit,Mango,14.3,22.8,Room,Urban,Monsoon,8
Vegetable,Cucumber,18.9,35.5,Refrigerated,Rural,Spring,9
Vegetable,Cucumber,30.9,64.1,ColdStorage,Urban,Monsoon,10
Vegetable,Cucumber,1.8,92.1,ColdStorage,Coastal,Spring,16
Vegetable,Cucumber,25.4,82.0,Room,Rural,Summer,4
Vegetable,Cucumber,23.5,47.7,ColdStorage,Coastal,Summer,17
Vegetable,Cucumber,9.9,82.5,Room,Rural,Summer,10
Vegetable,Cucumber,34.5,66.1,ColdStorage,Rural,Spring,9
Vegetable,Cucumber,16.2,39.4,Refrigerated,Mountain,Summer,12
Vegetable,Cucumber,1.8,38.5,Refrigerated,Mountain,Spring,26
Vegetable,Cucumber,13.7,52.9,Refrigerated,Rural,Monsoon,19
Vegetable,Cucumber,31.2,36.0,Room,Rural,Winter,6
Vegetable,Cucumber,26.0,46.5,Refrigerated,Rural,Winter,9
Vegetable,Cucumber,14.0,62.0,Room,Rural,Summer,10
Vegetable,Cucumber,26.6,74.0,Refrigerated,Rural,Spring,7
Vegetable,Cucumber,3.2,42.7,ColdStorage,Mountain,Summer,16
Vegetable,Cucumber,9.2,34.4,Refrigerated,Mountain,Spring,18
Vegetable,Cucumber,19.8,67.9,Room,Rural,Monsoon,8
Vegetable,Cucumber,19.2,22.0,ColdStorage,Urban,Winter,19
Vegetable,Cucumber,7.7,60.7,ColdStorage,Rural,Summer,21
Vegetable,Cucumber,3.0,84.7,ColdStorage,Rural,Winter,18
Vegetable,Cucumber,11.7,21.4,Room,Coastal,Summer,10
Vegetable,Cucumber,27.3,74.0,Refrigerated,Coastal,Monsoon,11
Vegetable,Cucumber,1.9,69.0,ColdStorage,Rural,Summer,31
Vegetable,Cucumber,24.8,21.9,Refrigerated,Mountain,Spring,10
Vegetable,Cucumber,18.4,37.0,Refrigerated,Coastal,Monsoon,10
Vegetable,Cucumber,13.4,69.1,ColdStorage,Mountain,Winter,17
Vegetable,Cucumber,22.3,65.8,Refrigerated,Rural,Winter,15
Vegetable,Cucumber,20.3,69.5,ColdStorage,Urban,Summer,11
Vegetable,Cucumber,0.3,40.7,Room,Urban,Monsoon,12
Vegetable,Cucumber,8.3,57.1,ColdStorage,Rural,Spring,22
Vegetable,Cucumber,27.6,35.1,ColdStorage,Coastal,Monsoon,10
Vegetable,Cucumber,10.5,57.2,ColdStorage,Coastal,Monsoon,18
Vegetable,Cucumber,7.2,69.6,ColdStorage,Urban,Spring,25
Vegetable,Cucumber,28.4,27.2,Room,Mountain,Monsoon,7
Vegetable,Cucumber,14.5,22.4,ColdStorage,Coastal,Winter,24
Vegetable,Cucumber,20.1,55.2,ColdStorage,Rural,Spring,12
Vegetable,Cucumber,22.5,50.8,Room,Coastal,Winter,9
Vegetable,Cucumber,34.9,93.7,Room,Mountain,Spring,3
Vegetable,Cucumber,34.9,59.1,ColdStorage,Rural,Spring,7
Vegetable,Cucumber,31.0,78.3,Refrigerated,Mountain,Spring,7
Vegetable,Cucumber,26.5,60.6,Refrigerated,Mountain,Monsoon,11
Vegetable,Cucumber,23.3,31.7,ColdStorage,Urban,Summer,16
Vegetable,Cucumber,13.0,79.2,ColdStorage,Urban,Monsoon,14
Vegetable,Cucumber,14.6,71.7,Refrigerated,Mountain,Summer,15
Vegetable,Cucumber,22.2,60.0,Refrigerated,Mountain,Monsoon,10
Vegetable,Cucumber,21.8,79.2,ColdStorage,Coastal,Monsoon,14
Vegetable,Cucumber,2.7,89.2,Refrigerated,Coastal,Monsoon,18
Vegetable,Cucumber,10.3,27.4,Refrigerated,Rural,Summer,17
Vegetable,Cucumber,6.3,61.3,ColdStorage,Mountain,Winter,22
Vegetable,Cucumber,9.8,42.6,Refrigerated,Urban,Summer,12
Vegetable,Cucumber,11.1,32.5,Room,Rural,Monsoon,13
Vegetable,Cucumber,32.2,21.6,ColdStorage,Urban,Winter,11
Vegetable,Cucumber,15.4,63.4,Room,Coastal,Spring,11
Vegetable,Cucumber,17.8,20.8,Room,Urban,Spring,9
Vegetable,Cucumber,3.8,57.3,Refrigerated,Coastal,Spring,21
Vegetable,Cucumber,27.2,78.0,Room,Mountain,Spring,6
Vegetable,Carrot,32.7,42.2,Refrigerated,Urban,Summer,31
Vegetable,Carrot,0.4,51.8,Room,Coastal,Monsoon,46
Vegetable,Carrot,5.9,69.5,Room,Mountain,Winter,29
Vegetable,Carrot,5.6,91.8,ColdStorage,Mountain,Summer,60
Vegetable,Carrot,11.0,60.2,ColdStorage,Rural,Winter,60
Vegetable,Carrot,34.3,72.2,Refrigerated,Rural,Summer,26
Vegetable,Carrot,19.6,63.9,Room,Mountain,Monsoon,29
Vegetable,Carrot,16.8,33.2,ColdStorage,Urban,Winter,58
Vegetable,Carrot,16.8,65.2,Room,Urban,Spring,33
Vegetable,Carrot,18.5,62.9,ColdStorage,Mountain,Spring,59
Vegetable,Carrot,28.4,29.8,Room,Rural,Monsoon,19
Vegetable,Carrot,12.0,47.5,ColdStorage,Urban,Monsoon,60
Vegetable,Carrot,7.5,37.7,Refrigerated,Coastal,Spring,43
Vegetable,Carrot,8.7,73.3,Room,Coastal,Spring,27
Vegetable,Carrot,9.1,41.1,ColdStorage,Rural,Winter,60
Vegetable,Carrot,19.0,33.4,ColdStorage,Rural,Monsoon,52
Vegetable,Carrot,30.1,76.4,Room,Mountain,Spring,14
Vegetable,Carrot,5.7,51.8,Refrigerated,Coastal,Spring,48
Vegetable,Carrot,14.0,56.1,Refrigerated,Coastal,Summer,47
Vegetable,Carrot,11.7,65.8,Refrigerated,Urban,Winter,42
Vegetable,Carrot,18.9,72.4,Refrigerated,Coastal,Spring,44
Vegetable,Carrot,8.3,30.3,Refrigerated,Coastal,Summer,56
Vegetable,Carrot,12.9,92.6,ColdStorage,Mountain,Summer,43
Vegetable,Carrot,34.4,35.5,Refrigerated,Coastal,Spring,20
Vegetable,Carrot,30.0,92.4,Room,Mountain,Spring,17
Vegetable,Carrot,32.6,90.8,ColdStorage,Urban,Spring,24
Vegetable,Carrot,0.6,54.4,Refrigerated,Coastal,Monsoon,60
Vegetable,Carrot,33.4,50.0,Refrigerated,Coastal,Winter,20
Vegetable,Carrot,2.6,55.0,Refrigerated,Urban,Spring,60
Vegetable,Carrot,19.5,66.8,Room,Urban,Winter,30
Vegetable,Carrot,24.2,40.0,Refrigerated,Coastal,Summer,45
Vegetable,Carrot,8.0,31.0,Refrigerated,Mountain,Monsoon,52
Vegetable,Carrot,0.9,62.1,ColdStorage,Rural,Spring,60
Vegetable,Carrot,8.4,30.6,ColdStorage,Urban,Summer,60
Vegetable,Carrot,22.5,55.5,ColdStorage,Urban,Winter,49
Vegetable,Carrot,8.5,46.4,Refrigerated,Urban,Winter,51
Vegetable,Carrot,31.2,94.2,ColdStorage,Coastal,Spring,34
Vegetable,Carrot,3.1,77.4,Room,Rural,Summer,33
Vegetable,Carrot,21.8,20.9,Room,Mountain,Monsoon,28
Vegetable,Carrot,5.6,88.3,Room,Urban,Spring,38
Vegetable,Carrot,14.0,72.6,ColdStorage,Coastal,Summer,48
Vegetable,Carrot,32.9,35.6,ColdStorage,Urban,Spring,26
Vegetable,Carrot,1.6,74.0,Refrigerated,Coastal,Summer,60
Vegetable,Carrot,3.1,54.7,ColdStorage,Mountain,Spring,60
Vegetable,Carrot,8.9,27.4,ColdStorage,Rural,Monsoon,60
Vegetable,Carrot,3.5,64.4,Room,Coastal,Summer,41
Vegetable,Carrot,25.7,55.0,Refrigerated,Rural,Winter,32
Vegetable,Carrot,14.1,64.1,Room,Rural,Summer,26
Vegetable,Carrot,17.3,90.9,ColdStorage,Rural,Monsoon,40
Vegetable,Carrot,17.7,39.7,Refrigerated,Rural,Spring,32
Vegetable,Carrot,3.5,40.6,Refrigerated,Mountain,Winter,57
Vegetable,Carrot,23.5,24.5,Room,Rural,Monsoon,30
Vegetable,Carrot,15.9,44.4,ColdStorage,Mountain,Summer,53
Vegetable,Carrot,7.3,32.4,Refrigerated,Rural,Summer,49
Vegetable,Carrot,12.8,49.2,ColdStorage,Rural,Spring,51
Vegetable,Carrot,19.4,76.8,Room,Coastal,Winter,21
Vegetable,Capsicum,2.2,67.4,ColdStorage,Rural,Monsoon,42
Vegetable,Capsicum,22.3,59.1,Refrigerated,Mountain,Monsoon,20
Vegetable,Capsicum,33.1,51.6,ColdStorage,Coastal,Winter,12
Vegetable,Capsicum,17.1,43.4,Refrigerated,Coastal,Spring,27
Vegetable,Capsicum,13.3,28.6,Refrigerated,Mountain,Winter,16
Vegetable,Capsicum,4.8,21.4,Room,Coastal,Spring,21
Vegetable,Capsicum,28.1,62.6,Room,Rural,Winter,7
Vegetable,Capsicum,26.9,46.6,Room,Coastal,Spring,6
Vegetable,Capsicum,17.0,29.1,Room,Coastal,Winter,9
Vegetable,Capsicum,8.5,72.1,Room,Urban,Spring,11
Vegetable,Capsicum,19.1,64.1,ColdStorage,Rural,Spring,22
Vegetable,Capsicum,16.3,56.2,Room,Rural,Monsoon,15
Vegetable,Capsicum,25.6,76.2,Room,Coastal,Monsoon,9
Vegetable,Capsicum,11.4,72.0,Room,Rural,Monsoon,18
Vegetable,Capsicum,14.2,44.3,ColdStorage,Rural,Monsoon,28
Vegetable,Capsicum,10.6,47.6,Refrigerated,Mountain,Monsoon,22
Vegetable,Capsicum,21.3,28.0,ColdStorage,Rural,Spring,21
Vegetable,Capsicum,8.5,66.2,Refrigerated,Rural,Spring,18
Vegetable,Capsicum,7.9,36.4,Room,Mountain,Summer,16
Vegetable,Capsicum,15.5,55.7,Refrigerated,Urban,Monsoon,15
Vegetable,Capsicum,17.1,38.4,Refrigerated,Rural,Summer,15
Vegetable,Capsicum,20.9,21.4,Room,Urban,Spring,11
Vegetable,Capsicum,23.5,90.8,ColdStorage,Coastal,Monsoon,19
Vegetable,Capsicum,11.4,94.9,ColdStorage,Coastal,Winter,24
Vegetable,Capsicum,6.0,66.2,Room,Urban,Spring,15
Vegetable,Capsicum,20.0,51.2,Refrigerated,Coastal,Summer,15
Vegetable,Capsicum,20.7,71.6,ColdStorage,Urban,Winter,18
Vegetable,Capsicum,28.9,81.6,ColdStorage,Urban,Monsoon,15
Vegetable,Capsicum,13.8,22.4,ColdStorage,Mountain,Winter,28
Vegetable,Capsicum,5.7,51.4,Room,Mountain,Monsoon,12
Vegetable,Capsicum,3.1,77.1,Refrigerated,Coastal,Spring,18
Vegetable,Capsicum,28.4,45.8,Room,Mountain,Winter,11
Vegetable,Capsicum,22.3,48.0,Refrigerated,Rural,Spring,17
Vegetable,Capsicum,12.6,57.3,Room,Mountain,Summer,11
Vegetable,Capsicum,4.8,58.6,Refrigerated,Urban,Winter,28
Vegetable,Capsicum,29.8,38.9,Refrigerated,Urban,Winter,15
Vegetable,Capsicum,0.5,51.9,Room,Coastal,Spring,11
Vegetable,Capsicum,31.0,26.5,Room,Rural,Monsoon,9
Vegetable,Capsicum,28.9,41.7,Refrigerated,Coastal,Monsoon,15
Vegetable,Capsicum,4.3,40.5,Refrigerated,Rural,Summer,21
Vegetable,Capsicum,10.2,70.5,ColdStorage,Urban,Monsoon,23
Vegetable,Capsicum,26.6,33.2,Refrigerated,Coastal,Winter,17
Vegetable,Capsicum,3.0,61.0,Room,Coastal,Monsoon,20
Vegetable,Capsicum,9.5,52.7,Refrigerated,Mountain,Winter,25
Vegetable,Capsicum,25.6,44.6,Room,Urban,Summer,8
Vegetable,Capsicum,34.7,48.8,Room,Coastal,Summer,5
Vegetable,Capsicum,10.0,79.0,Room,Rural,Monsoon,8
Vegetable,Capsicum,12.3,66.8,Refrigerated,Rural,Monsoon,23
Vegetable,Capsicum,17.6,67.1,Room,Mountain,Monsoon,10
Vegetable,Capsicum,7.9,62.1,ColdStorage,Urban,Monsoon,30
Vegetable,Capsicum,0.9,94.8,Refrigerated,Urban,Summer,26
Vegetable,Capsicum,20.4,33.8,Refrigerated,Coastal,Summer,19
Vegetable,Capsicum,22.8,92.8,Room,Rural,Winter,11
Vegetable,Capsicum,8.1,79.3,ColdStorage,Urban,Monsoon,17
Vegetable,Capsicum,19.7,31.7,Refrigerated,Mountain,Summer,14
Vegetable,Capsicum,10.4,20.2,ColdStorage,Coastal,Summer,23
Vegetable,Onion,10.2,31.6,ColdStorage,Coastal,Summer,60
Vegetable,Onion,17.9,47.6,Room,Urban,Spring,50
Vegetable,Onion,22.5,29.5,Refrigerated,Urban,Spring,60
Vegetable,Onion,30.2,61.6,Room,Coastal,Winter,24
Vegetable,Onion,29.1,49.9,Refrigerated,Mountain,Monsoon,56
Vegetable,Onion,10.5,82.2,ColdStorage,Rural,Winter,60
Vegetable,Onion,24.6,49.3,ColdStorage,Coastal,Spring,60
Vegetable,Onion,33.2,80.8,Refrigerated,Rural,Spring,25
Vegetable,Onion,6.6,20.7,Room,Rural,Spring,60
Vegetable,Onion,6.5,52.4,ColdStorage,Urban,Monsoon,60
Vegetable,Onion,32.5,72.6,ColdStorage,Urban,Summer,48
Vegetable,Onion,6.9,56.9,Refrigerated,Coastal,Monsoon,60
Vegetable,Onion,14.1,30.6,Refrigerated,Rural,Monsoon,60
Vegetable,Onion,24.7,69.6,ColdStorage,Urban,Monsoon,60
Vegetable,Onion,19.7,27.8,Room,Coastal,Monsoon,52
Vegetable,Onion,13.9,91.8,ColdStorage,Mountain,Winter,60
Vegetable,Onion,9.6,36.3,Room,Urban,Monsoon,49
Vegetable,Onion,20.1,82.4,ColdStorage,Coastal,Spring,58
Vegetable,Onion,27.4,44.6,Refrigerated,Mountain,Monsoon,58
Vegetable,Onion,3.3,34.6,ColdStorage,Urban,Spring,60
Vegetable,Onion,31.5,46.0,Refrigerated,Coastal,Spring,41
Vegetable,Onion,16.4,88.8,Refrigerated,Rural,Spring,60
Vegetable,Onion,33.1,89.5,Refrigerated,Rural,Summer,27
Vegetable,Onion,0.6,90.3,ColdStorage,Coastal,Winter,60
Vegetable,Onion,24.5,33.7,Refrigerated,Coastal,Spring,60
Vegetable,Onion,32.3,75.0,ColdStorage,Mountain,Winter,45
Vegetable,Onion,2.3,23.2,Refrigerated,Rural,Spring,60
Vegetable,Onion,3.3,79.4,Room,Rural,Winter,60
Vegetable,Onion,5.5,26.6,Refrigerated,Coastal,Winter,60
Vegetable,Onion,30.5,29.9,Room,Coastal,Winter,24
Vegetable,Onion,26.0,55.6,ColdStorage,Rural,Summer,60
Vegetable,Onion,28.1,35.1,Room,Mountain,Spring,29
Vegetable,Onion,7.7,80.9,Refrigerated,Coastal,Winter,60
Vegetable,Onion,26.3,81.9,Refrigerated,Rural,Winter,44
Vegetable,Onion,25.6,91.5,Room,Rural,Winter,27
Vegetable,Onion,6.7,71.6,Room,Rural,Summer,60
Vegetable,Onion,0.6,93.8,Refrigerated,Rural,Winter,60
Vegetable,Onion,14.8,32.2,ColdStorage,Urban,Monsoon,60
Vegetable,Onion,22.6,70.3,Room,Mountain,Winter,35
Vegetable,Onion,33.6,86.9,Refrigerated,Coastal,Winter,32
Vegetable,Onion,26.3,79.8,Refrigerated,Rural,Summer,42
Vegetable,Onion,7.5,85.6,Refrigerated,Coastal,Monsoon,55
Vegetable,Onion,8.6,51.8,Refrigerated,Rural,Winter,60
Vegetable,Onion,5.9,32.7,ColdStorage,Urban,Monsoon,60
Vegetable,Onion,28.9,28.1,ColdStorage,Urban,Winter,60
Vegetable,Onion,15.4,63.1,Refrigerated,Mountain,Summer,60
Vegetable,Onion,21.6,55.3,ColdStorage,Mountain,Spring,60
Vegetable,Onion,8.8,75.7,ColdStorage,Coastal,Winter,60
Vegetable,Onion,14.1,65.0,Refrigerated,Coastal,Summer,60
Vegetable,Onion,15.8,65.6,Refrigerated,Coastal,Winter,60
Vegetable,Onion,19.1,53.4,Refrigerated,Coastal,Monsoon,60
Vegetable,Onion,14.6,24.0,ColdStorage,Rural,Monsoon,60
Vegetable,Onion,17.5,85.7,ColdStorage,Mountain,Monsoon,60
Vegetable,Onion,24.2,61.2,Refrigerated,Mountain,Monsoon,51
Vegetable,Onion,12.9,29.7,Refrigerated,Rural,Winter,60
Vegetable,Onion,25.3,85.2,Refrigerated,Mountain,Spring,49
Vegetable,Potato,10.9,54.8,ColdStorage,Urban,Monsoon,60
Vegetable,Potato,23.7,48.5,Room,Coastal,Monsoon,55
Vegetable,Potato,25.4,40.5,ColdStorage,Urban,Spring,60
Vegetable,Potato,22.7,32.4,Room,Rural,Winter,60
Vegetable,Potato,9.6,81.0,ColdStorage,Urban,Winter,60
Vegetable,Potato,18.8,39.0,Room,Rural,Spring,38
Vegetable,Potato,9.1,84.3,Refrigerated,Mountain,Spring,60
Vegetable,Potato,6.3,78.7,Room,Rural,Winter,41
Vegetable,Potato,23.7,78.7,Room,Coastal,Summer,44
Vegetable,Potato,14.4,88.4,Room,Rural,Summer,48
Vegetable,Potato,30.9,49.6,Room,Rural,Summer,32
